City,Area,Property_Type,Size_sqft,Bedrooms,Bathrooms,Age_Years,Facing,Highway_Distance_m,Price
Noida,Greater Noida,Plot,2692,0,0,0,South,2995,18201523
Lucknow,Indira Nagar,Flat,801,4,4,21,South,1621,5735560
Noida,Sector 62,Plot,1102,0,0,0,East,3631,6986926
Gorakhpur,Taramandal,House,2392,1,1,4,South,3674,11353456
Kanpur,Swaroop Nagar,Flat,2746,5,5,7,South,1865,12162395
Kanpur,Arya Nagar,Flat,4056,5,5,0,West,2493,15845186
Gorakhpur,Rustampur,Flat,1314,3,3,11,North,3076,5791738
Noida,Sector 150,Flat,1141,1,1,7,South,4159,8600704
Gorakhpur,Shahpur,Flat,4792,2,2,15,North-East,4489,15119575
Noida,Greater Noida,Flat,2424,5,5,6,South,972,21751584
Kanpur,Kidwai Nagar,Plot,879,0,0,0,West,4181,2729189
Kanpur,Swaroop Nagar,Plot,1689,0,0,0,North,2795,5641552
Gorakhpur,Rustampur,House,3784,1,1,19,East,1174,15718732
Lucknow,Gomti Nagar,Plot,2581,0,0,0,South,4954,13077498
Lucknow,Hazratganj,Flat,3400,4,4,6,North,4511,19029263
Noida,Sector 62,Flat,2783,4,4,19,West,4660,16894896
Gorakhpur,Shahpur,Flat,3086,5,5,13,East,1971,14301895
Banaras,Lanka,Flat,4129,1,1,6,South,2836,24498950
Noida,Sector 150,Flat,3306,4,4,4,West,214,33425513
Lucknow,Indira Nagar,House,1143,2,2,20,East,4918,5090352
Banaras,Sigra,Flat,1474,3,3,5,South,646,9358991
Lucknow,Hazratganj,Flat,3802,3,3,17,North-East,4639,20280803
Noida,Sector 62,Plot,4748,0,0,0,South,1427,36545208
Gorakhpur,Medical Road,House,2028,3,3,8,North-East,832,10035173
Lucknow,Gomti Nagar,Flat,4421,2,2,22,South,1399,30479606
Lucknow,Gomti Nagar,House,3045,5,5,0,North,3538,19377386
Kanpur,Swaroop Nagar,Flat,3322,3,3,15,West,3597,11064567
Lucknow,Gomti Nagar,Flat,1725,3,3,6,South,1443,13498302
Noida,Sector 150,Plot,1530,0,0,0,West,4621,10663651
Lucknow,Hazratganj,Plot,1914,0,0,0,East,1452,13244542
Lucknow,Gomti Nagar,Plot,4203,0,0,0,South,4649,21982164
Lucknow,Indira Nagar,House,2480,1,1,5,East,485,15479920
Gorakhpur,Shahpur,Flat,2984,3,3,17,East,2018,12398900
Kanpur,Kidwai Nagar,Plot,2652,0,0,0,South,1925,9732966
Kanpur,Arya Nagar,Flat,1218,4,4,9,North,3221,5330798
Lucknow,Hazratganj,Plot,844,0,0,0,West,2837,5166906
Noida,Greater Noida,Plot,2942,0,0,0,North,89,24931670
Banaras,Sarnath,House,2381,2,2,20,North,4026,10206008
Lucknow,Indira Nagar,Flat,1610,1,1,17,West,4226,7231584
Banaras,Sigra,House,1360,1,1,14,East,579,7456821
Lucknow,Indira Nagar,Flat,3726,4,4,6,North,1677,21841199
Lucknow,Hazratganj,Flat,1586,3,3,14,North,3278,10623728
Noida,Sector 62,Plot,3255,0,0,0,West,2535,22727230
Gorakhpur,Shahpur,Flat,2098,5,5,4,South,1877,10088221
Banaras,Lanka,Flat,2155,4,4,15,West,792,16264607
Noida,Greater Noida,Flat,1736,2,2,15,North,3661,11533776
Banaras,Sigra,House,4806,1,1,15,East,4913,18852467
Noida,Sector 62,Plot,3806,0,0,0,East,581,31765588
Noida,Sector 62,House,1967,3,3,12,North-East,2736,14229221
Gorakhpur,Rustampur,Plot,1645,0,0,0,North,3671,5695340
Lucknow,Indira Nagar,Flat,3094,2,2,18,South,101,19074231
Kanpur,Kidwai Nagar,House,3042,3,3,2,South,3369,10697464
Kanpur,Arya Nagar,Flat,4978,4,4,17,East,2839,18063873
Gorakhpur,Shahpur,Plot,2244,0,0,0,North,4083,7432930
Kanpur,Swaroop Nagar,Plot,3408,0,0,0,South,949,13663100
Kanpur,Swaroop Nagar,House,4833,2,2,19,North,3038,16263361
Lucknow,Hazratganj,Plot,4226,0,0,0,North,1508,29462769
Kanpur,Kidwai Nagar,Flat,2866,4,4,7,South,3770,10155423
Lucknow,Gomti Nagar,Flat,1523,2,2,22,East,1039,11059111
Noida,Sector 62,Flat,4426,1,1,3,North-East,932,36155604
Kanpur,Arya Nagar,Flat,3882,1,1,6,North-East,4688,11714266
Banaras,Lanka,House,1053,1,1,24,North-East,3065,5813842
Gorakhpur,Rustampur,Flat,4934,1,1,24,South,4487,15520062
Kanpur,Swaroop Nagar,Plot,1659,0,0,0,West,4298,5099480
Noida,Sector 150,Flat,2594,2,2,6,North,1514,24428945
Noida,Sector 62,Flat,3230,5,5,17,East,3304,23423939
Banaras,Lanka,Flat,3270,3,3,2,North-East,4629,17068091
Lucknow,Indira Nagar,Plot,3816,0,0,0,North-East,897,22166889
Kanpur,Arya Nagar,Plot,3675,0,0,0,North-East,974,14375776
Banaras,Sarnath,Flat,2833,4,4,20,North-East,753,16814289
Banaras,Sarnath,Plot,1151,0,0,0,North-East,2128,5735631
Banaras,Sigra,Flat,4828,5,5,8,South,3825,22020628
Lucknow,Gomti Nagar,Plot,1701,0,0,0,South,2815,10940629
Banaras,Sigra,Plot,2894,0,0,0,North,2603,13754436
Noida,Sector 150,Flat,3143,2,2,3,East,2422,26631742
Kanpur,Kidwai Nagar,Plot,2517,0,0,0,East,3749,7982236
Lucknow,Gomti Nagar,Flat,2472,4,4,9,North,3006,16707529
Gorakhpur,Medical Road,Flat,606,2,2,7,East,3491,2691412
Gorakhpur,Rustampur,Flat,2177,1,1,15,South,2524,8206537
Noida,Greater Noida,Plot,3779,0,0,0,North,670,30290664
Kanpur,Arya Nagar,Plot,3771,0,0,0,North-East,3292,12326830
Lucknow,Indira Nagar,Flat,2038,5,5,3,East,2160,13071338
Noida,Sector 62,Flat,1623,4,4,17,North,1598,13537376
Banaras,Lanka,Plot,1004,0,0,0,North,4360,5044411
Lucknow,Indira Nagar,Plot,2532,0,0,0,East,2693,12506237
Noida,Greater Noida,House,4856,3,3,22,North-East,467,41290915
Kanpur,Swaroop Nagar,Flat,760,2,2,9,South,3616,2984696
Banaras,Sigra,Flat,3930,5,5,20,North,367,23953937
Lucknow,Gomti Nagar,Flat,4765,5,5,23,East,3346,29890896
Banaras,Lanka,House,4496,2,2,0,North-East,2196,29588944
Gorakhpur,Rustampur,Flat,2588,5,5,20,East,1062,12735186
Kanpur,Swaroop Nagar,Flat,2707,4,4,0,North-East,865,12922558
Gorakhpur,Medical Road,Plot,2328,0,0,0,West,2952,8328725
Banaras,Sarnath,House,3188,5,5,9,East,4937,13665602
Kanpur,Arya Nagar,Plot,1938,0,0,0,North-East,373,7730366
Kanpur,Arya Nagar,Flat,3311,3,3,2,West,99,15056600
Banaras,Sarnath,Flat,4077,3,3,2,North-East,2239,21152203
Kanpur,Kidwai Nagar,Flat,2231,5,5,8,North,4626,7926468
Noida,Greater Noida,Flat,4758,1,1,1,South,2033,36428615
Noida,Greater Noida,Flat,3281,2,2,3,West,888,27235666
Noida,Sector 62,Plot,4406,0,0,0,North,2012,32415984
Gorakhpur,Rustampur,Flat,4725,4,4,13,West,4827,15775056
Lucknow,Hazratganj,House,4898,1,1,2,North,3876,29017053
Noida,Sector 62,Flat,3157,1,1,23,East,3009,20689321
Kanpur,Arya Nagar,Flat,1180,3,3,18,North-East,1650,5296396
Gorakhpur,Shahpur,Plot,1244,0,0,0,North,3375,4420481
Noida,Sector 62,House,4905,4,4,14,East,1295,38669926
Banaras,Sigra,Plot,3588,0,0,0,South,368,20655887
Kanpur,Kidwai Nagar,Flat,3843,3,3,20,North-East,1323,15281852
Gorakhpur,Shahpur,Flat,4505,1,1,17,North-East,1738,17979138
Lucknow,Hazratganj,Flat,742,3,3,16,North,3754,4951090
Gorakhpur,Shahpur,House,2979,1,1,6,South,3484,10221898
Gorakhpur,Taramandal,Flat,1207,4,4,17,North-East,4378,6204908
Gorakhpur,Rustampur,House,4678,1,1,2,East,3155,16957949
Lucknow,Hazratganj,Plot,4151,0,0,0,West,4795,22088331
Kanpur,Swaroop Nagar,House,1016,5,5,7,West,1727,5954655
Noida,Sector 62,Flat,4430,5,5,1,South,985,36868419
Kanpur,Arya Nagar,Plot,4049,0,0,0,East,2035,15091834
Noida,Greater Noida,Flat,2130,1,1,6,North-East,1958,15817954
Banaras,Lanka,Flat,3749,3,3,1,North,1468,26274090
Kanpur,Arya Nagar,House,1149,3,3,14,East,2494,4889294
Kanpur,Kidwai Nagar,Plot,2762,0,0,0,North-East,1826,10079216
Noida,Sector 150,Flat,4856,4,4,1,North,1725,45151920
Noida,Greater Noida,Flat,3364,4,4,22,North,1457,26894572
Banaras,Lanka,House,4100,2,2,10,South,3531,22812334
Lucknow,Hazratganj,Flat,4572,1,1,11,West,4541,24359388
Banaras,Lanka,Flat,3536,1,1,22,North-East,1203,23284428
Noida,Sector 62,Flat,4173,2,2,21,North,3084,28545593
Lucknow,Indira Nagar,Flat,2096,2,2,9,West,3973,9814039
Gorakhpur,Taramandal,House,2729,3,3,10,West,3151,14257721
Noida,Greater Noida,Plot,3123,0,0,0,North-East,340,26564393
Lucknow,Gomti Nagar,House,1832,5,5,11,North,698,15811678
Noida,Sector 150,House,930,1,1,2,South,2039,8252839
Banaras,Sarnath,House,600,1,1,24,West,4269,2307862
Banaras,Lanka,Plot,4931,0,0,0,North,3539,26862126
Kanpur,Kidwai Nagar,Plot,3219,0,0,0,West,2315,11183118
Kanpur,Arya Nagar,Plot,1710,0,0,0,North,3200,5659568
Gorakhpur,Shahpur,Flat,4147,1,1,24,South,2685,15372870
Kanpur,Arya Nagar,House,3188,3,3,8,East,479,14314385
Lucknow,Indira Nagar,Plot,4041,0,0,0,North,3675,18961581
Kanpur,Kidwai Nagar,Plot,1741,0,0,0,North,4835,4957530
Gorakhpur,Shahpur,House,4742,2,2,19,East,224,46119828
Gorakhpur,Taramandal,Flat,1949,4,4,9,West,3887,10012507
Lucknow,Gomti Nagar,House,1786,4,4,22,East,490,14536934
Lucknow,Hazratganj,House,4432,1,1,4,North-East,2945,27970821
Noida,Sector 62,Flat,4970,5,5,17,South,3561,34179916
Noida,Sector 62,Flat,4606,5,5,24,South,2942,32340876
Gorakhpur,Medical Road,Flat,4457,2,2,24,South,2202,16883544
Kanpur,Swaroop Nagar,Plot,3922,0,0,0,North-East,3552,12697855
Gorakhpur,Medical Road,Flat,870,4,4,19,North,1162,4822035
Banaras,Lanka,Flat,1452,2,2,21,South,4289,7628891
Kanpur,Swaroop Nagar,Flat,2129,1,1,14,West,4806,6298581
Gorakhpur,Medical Road,Plot,1404,0,0,0,North-East,2048,5592364
Lucknow,Gomti Nagar,House,2905,4,4,19,North,453,22810284
Kanpur,Arya Nagar,Plot,3188,0,0,0,West,3981,10072052
Gorakhpur,Medical Road,Flat,2864,1,1,24,North,1793,10925602
Noida,Sector 150,Flat,3798,2,2,11,South,3718,28593933
Kanpur,Kidwai Nagar,Flat,3579,3,3,22,East,3545,12417519
Noida,Greater Noida,Flat,3094,4,4,21,South,1872,24296931
Kanpur,Swaroop Nagar,House,1022,4,4,24,North-East,653,5320628
Gorakhpur,Medical Road,Plot,3539,0,0,0,South,4899,10612517
Noida,Greater Noida,Flat,604,3,3,6,North-East,3617,4810083
Noida,Sector 62,Plot,1252,0,0,0,North,3373,8483628
Lucknow,Hazratganj,Plot,2531,0,0,0,North,1982,16977590
Gorakhpur,Rustampur,Flat,2885,4,4,0,North,1459,13867021
Noida,Greater Noida,Flat,4344,5,5,20,West,780,35781448
Lucknow,Indira Nagar,Flat,705,2,2,6,North,1102,4821849
Noida,Sector 62,Plot,807,0,0,0,West,2665,5625462
Noida,Sector 62,House,3664,2,2,17,North,1010,29303026
Gorakhpur,Medical Road,Plot,1431,0,0,0,North,3370,4932940
Kanpur,Kidwai Nagar,Flat,785,3,3,1,South,3559,3637848
Kanpur,Kidwai Nagar,Flat,3954,1,1,14,West,3150,13348103
Lucknow,Indira Nagar,Flat,888,5,5,10,South,3928,5646242
Noida,Sector 150,Plot,965,0,0,0,East,305,9200953
Noida,Sector 62,House,1266,1,1,21,East,4742,7217945
Kanpur,Kidwai Nagar,Flat,3083,1,1,8,East,1124,12288555
Banaras,Sarnath,Flat,4571,2,2,11,North-East,394,26531586
Lucknow,Hazratganj,Plot,2118,0,0,0,North,1904,13921393
Banaras,Sigra,Flat,657,5,5,9,North-East,1185,5575932
Gorakhpur,Taramandal,Flat,2988,4,4,9,East,743,19017015
Noida,Sector 150,Flat,1905,1,1,0,West,4029,14697540
Noida,Sector 62,Plot,838,0,0,0,South,4643,4896890
Kanpur,Swaroop Nagar,Plot,4627,0,0,0,West,1691,16853631
Gorakhpur,Shahpur,Flat,1747,5,5,1,North-East,456,10085298
Lucknow,Gomti Nagar,Flat,3402,3,3,13,North-East,4787,18677710
Noida,Sector 62,Flat,1062,1,1,11,North-East,2542,7430421
Banaras,Sigra,Plot,652,0,0,0,South,2113,3330291
Gorakhpur,Shahpur,House,1731,4,4,9,North,4800,6507770
Lucknow,Indira Nagar,Flat,4812,2,2,1,South,1402,27690751
Lucknow,Indira Nagar,Flat,4158,1,1,19,East,197,26036427
Gorakhpur,Shahpur,Flat,3432,3,3,17,East,2965,13316491
Lucknow,Hazratganj,Plot,4171,0,0,0,East,1409,29497047
Noida,Greater Noida,Plot,3484,0,0,0,East,3570,21988120
Gorakhpur,Medical Road,Plot,4036,0,0,0,South,1338,16328105
Noida,Greater Noida,Flat,1495,2,2,6,West,3264,10317750
Lucknow,Hazratganj,Flat,1770,5,5,17,West,4307,11283597
Banaras,Sarnath,Plot,2566,0,0,0,North,3642,11242661
Banaras,Sarnath,Plot,4038,0,0,0,South,1356,20877347
Lucknow,Hazratganj,Plot,3730,0,0,0,West,4422,19668327
Lucknow,Indira Nagar,Flat,1261,4,4,6,North,3518,7219936
Noida,Greater Noida,Plot,4499,0,0,0,South,1741,33250110
Noida,Sector 150,Plot,4732,0,0,0,North-East,4831,32172922
Lucknow,Hazratganj,House,730,1,1,7,East,553,5755801
Banaras,Sarnath,House,2486,4,4,21,North,4998,10425930
Banaras,Sarnath,Flat,3610,1,1,12,North,3471,16470756
Banaras,Lanka,Flat,4448,5,5,23,North-East,3421,26426109
Banaras,Sigra,Flat,4094,4,4,20,East,398,25097402
Gorakhpur,Shahpur,Plot,2083,0,0,0,East,2003,8111329
Kanpur,Swaroop Nagar,Flat,1585,2,2,23,North,1732,6126890
Lucknow,Hazratganj,Flat,3213,3,3,21,West,4492,17769966
Banaras,Sigra,House,3081,2,2,4,West,3953,13450200
Noida,Sector 150,Flat,2624,2,2,20,North,4146,19757331
Lucknow,Hazratganj,Plot,3763,0,0,0,West,2135,24246589
Noida,Sector 62,Flat,2549,1,1,21,East,3267,17098660
Lucknow,Gomti Nagar,House,2535,1,1,3,North-East,3926,14947238
Banaras,Sarnath,Flat,3552,3,3,9,West,4523,15237957
Noida,Greater Noida,Flat,3817,2,2,23,North,2347,27899267
Kanpur,Kidwai Nagar,Flat,4143,3,3,16,South,3937,13975514
Gorakhpur,Medical Road,House,3507,5,5,24,North,2218,15365414
Gorakhpur,Rustampur,Flat,4216,1,1,1,South,4669,13623678
Lucknow,Hazratganj,Plot,3339,0,0,0,North-East,2314,22232226
Kanpur,Arya Nagar,Plot,1540,0,0,0,North,3561,4809830
Kanpur,Arya Nagar,Plot,1518,0,0,0,South,1765,5715484
Banaras,Sigra,Plot,2610,0,0,0,North-East,1003,14083690
Gorakhpur,Shahpur,Plot,2606,0,0,0,West,4092,8539204
Banaras,Sigra,Plot,1949,0,0,0,West,974,10656069
Noida,Sector 150,Flat,3608,2,2,18,South,2090,32321585
Banaras,Sigra,House,1098,2,2,3,North-East,4085,5429762
Gorakhpur,Shahpur,House,1892,1,1,2,North-East,977,8276701
Kanpur,Swaroop Nagar,Flat,1450,3,3,6,East,913,6847309
Banaras,Sarnath,Plot,1503,0,0,0,North,2461,7194527
Lucknow,Gomti Nagar,House,3606,5,5,5,West,832,28225912
Kanpur,Arya Nagar,Flat,4803,4,4,2,North-East,1678,19891010
Banaras,Sigra,Plot,4405,0,0,0,South,1925,22799585
Noida,Greater Noida,Flat,1058,4,4,9,South,233,10819952
Banaras,Lanka,Flat,4247,3,3,17,West,167,32400286
Gorakhpur,Medical Road,House,4600,5,5,17,West,4692,15378034
Banaras,Sarnath,Flat,3468,5,5,4,North-East,2606,18871390
Lucknow,Gomti Nagar,Flat,3670,2,2,5,East,1290,26208134
Banaras,Lanka,House,3110,3,3,5,South,2274,20034874
Banaras,Lanka,Flat,3949,2,2,6,South,2198,25666344
Noida,Greater Noida,House,3995,1,1,20,North,823,31183032
Banaras,Sigra,Flat,3051,5,5,15,North,1404,17604094
Kanpur,Arya Nagar,House,3074,3,3,6,South,944,13705433
Lucknow,Indira Nagar,Flat,3726,4,4,3,East,771,24204116
Kanpur,Kidwai Nagar,Flat,3295,3,3,23,West,2608,11878754
Banaras,Lanka,Flat,4074,2,2,14,East,708,29061972
Kanpur,Arya Nagar,Plot,3018,0,0,0,West,821,12179684
Lucknow,Hazratganj,Flat,3107,3,3,4,North-East,621,24558260
Lucknow,Hazratganj,Flat,4949,2,2,23,East,3026,29859843
Banaras,Sigra,Flat,2206,3,3,17,East,2155,11476874
Kanpur,Swaroop Nagar,House,1984,3,3,23,North,3617,7089774
Kanpur,Kidwai Nagar,Flat,3327,4,4,13,South,1214,14597302
Gorakhpur,Shahpur,Flat,1387,4,4,6,North,3916,6080928
Noida,Sector 150,Flat,1424,4,4,21,West,2350,13199884
Kanpur,Kidwai Nagar,House,4266,1,1,16,West,1777,16136154
Lucknow,Hazratganj,House,4619,2,2,4,East,4313,26282233
Kanpur,Swaroop Nagar,Plot,2665,0,0,0,East,3811,8203907
Lucknow,Indira Nagar,House,3004,4,4,19,East,119,20467011
Noida,Greater Noida,House,1922,1,1,10,East,592,15769288
Lucknow,Hazratganj,Plot,1619,0,0,0,North,3397,9524480
Kanpur,Arya Nagar,Plot,3362,0,0,0,South,1967,12512988
Kanpur,Swaroop Nagar,Flat,1776,2,2,11,North,2136,7174367
Gorakhpur,Taramandal,Flat,2994,4,4,5,East,4388,13657046
Kanpur,Kidwai Nagar,Plot,2488,0,0,0,North,4948,6961281
Banaras,Lanka,House,4014,5,5,2,North-East,4936,21211500
Kanpur,Kidwai Nagar,Flat,4344,4,4,16,North-East,3923,14933428
Gorakhpur,Rustampur,Plot,2238,0,0,0,West,566,9584691
Banaras,Lanka,House,3061,3,3,0,North,3663,17563400
Gorakhpur,Shahpur,House,3763,2,2,13,West,4336,12660087
Noida,Sector 150,Flat,2986,3,3,1,East,3980,23196370
Gorakhpur,Shahpur,Plot,4271,0,0,0,North-East,696,17860450
Gorakhpur,Medical Road,Plot,3162,0,0,0,South,2791,11856703
Banaras,Sigra,Flat,3402,5,5,4,North,2411,18057441
Gorakhpur,Rustampur,House,3486,5,5,15,South,982,16960020
Noida,Sector 62,House,2553,3,3,2,East,1237,21766642
Gorakhpur,Rustampur,Plot,2215,0,0,0,East,2278,8338262
Gorakhpur,Taramandal,Flat,4002,3,3,19,South,825,23527956
Gorakhpur,Medical Road,Flat,4756,2,2,24,North-East,3004,17039291
Banaras,Sigra,House,1621,2,2,5,West,2884,8175791
Kanpur,Arya Nagar,Plot,3132,0,0,0,North,3403,9867155
Kanpur,Arya Nagar,Plot,2126,0,0,0,North-East,903,8239445
Lucknow,Gomti Nagar,Plot,3047,0,0,0,North-East,4771,15984346
Kanpur,Kidwai Nagar,Flat,4170,4,4,18,North-East,781,18414405
Kanpur,Swaroop Nagar,House,1290,5,5,21,North,1141,6850176
Gorakhpur,Rustampur,House,3445,3,3,13,South,780,15651591
Lucknow,Indira Nagar,Flat,1403,4,4,8,North-East,2399,8602467
Banaras,Lanka,Plot,1022,0,0,0,West,2994,6136303
Banaras,Sarnath,House,2799,3,3,13,North-East,4385,12325779
Kanpur,Swaroop Nagar,Flat,2495,4,4,23,West,1064,11241995
Gorakhpur,Taramandal,Plot,4168,0,0,0,South,3296,20004168
Banaras,Sigra,Plot,3735,0,0,0,South,4575,14670608
Lucknow,Hazratganj,Flat,1306,2,2,19,North,373,10218506
Gorakhpur,Rustampur,House,2321,3,3,1,North-East,2486,9762326
Kanpur,Kidwai Nagar,Flat,3948,1,1,18,South,365,16291994
Banaras,Lanka,Flat,1331,2,2,16,East,2954,8320316
Banaras,Lanka,Plot,2131,0,0,0,West,3279,11929705
Kanpur,Kidwai Nagar,Flat,2952,1,1,15,South,2564,10541480
Noida,Sector 150,Flat,3783,1,1,12,North,1588,32990777
Kanpur,Arya Nagar,Flat,2320,1,1,17,West,1808,8693746
Gorakhpur,Taramandal,Flat,4716,2,2,8,North-East,4793,19279563
Banaras,Lanka,Flat,1829,2,2,1,South,2216,12044741
Gorakhpur,Medical Road,Flat,3769,3,3,9,West,1985,15915506
Noida,Sector 150,Flat,1402,3,3,21,West,3110,12104258
Banaras,Lanka,House,3503,3,3,21,South,3127,20543581
Banaras,Sarnath,Flat,3811,4,4,9,South,3135,19023545
Noida,Sector 62,Flat,4922,3,3,6,East,4247,30889399
Banaras,Sarnath,Flat,3747,3,3,14,North-East,3384,18149754
Gorakhpur,Taramandal,House,3111,1,1,0,North-East,1751,16449139
Lucknow,Gomti Nagar,Flat,4339,4,4,3,South,4052,25164872
Banaras,Sigra,Flat,1970,5,5,5,North-East,3205,10945731
Lucknow,Indira Nagar,Plot,4764,0,0,0,North-East,4355,21477453
Noida,Greater Noida,Flat,3200,3,3,18,North,4765,19200480
Noida,Sector 62,Plot,1655,0,0,0,West,4350,9815847
Kanpur,Arya Nagar,Flat,2793,2,2,17,East,4504,8391595
Gorakhpur,Shahpur,Flat,2490,1,1,1,South,2078,10323851
Banaras,Lanka,Plot,2476,0,0,0,North-East,992,17283281
Kanpur,Kidwai Nagar,House,4049,3,3,2,North,2278,15422519
Kanpur,Kidwai Nagar,Plot,3508,0,0,0,East,2635,12238247
Gorakhpur,Taramandal,House,2965,5,5,7,East,4971,13307560
Gorakhpur,Medical Road,House,650,3,3,13,West,4650,2752054
Noida,Greater Noida,House,1264,2,2,5,North-East,504,11192969
Kanpur,Kidwai Nagar,Flat,4089,5,5,0,East,556,18925947
Lucknow,Gomti Nagar,Flat,1174,5,5,4,West,3882,8592094
Kanpur,Kidwai Nagar,Plot,4376,0,0,0,North-East,2481,15534606
Kanpur,Kidwai Nagar,Plot,1138,0,0,0,East,2183,4088853
Noida,Greater Noida,House,4385,4,4,8,South,2371,32169499
Banaras,Sarnath,Flat,1057,4,4,14,North,4793,5136869
Noida,Sector 150,Flat,4764,3,3,4,North-East,353,47338820
Gorakhpur,Rustampur,Flat,1647,5,5,22,East,3312,7007127
Kanpur,Kidwai Nagar,Flat,4639,2,2,22,South,4094,14198264
Lucknow,Gomti Nagar,Flat,4718,5,5,20,South,1999,33275289
Banaras,Lanka,Plot,1743,0,0,0,East,2081,11110385
Lucknow,Hazratganj,Flat,4414,3,3,9,North-East,1502,30985006
Lucknow,Indira Nagar,House,816,3,3,1,North-East,4562,4640207
Kanpur,Swaroop Nagar,Plot,4236,0,0,0,South,2844,14186297
Lucknow,Hazratganj,Plot,4859,0,0,0,South,478,35816010
Gorakhpur,Shahpur,House,4164,2,2,13,North,2055,16887348
Gorakhpur,Medical Road,Flat,2772,3,3,12,East,570,13158067
Banaras,Sigra,House,3045,2,2,9,North,4788,12195329
Kanpur,Swaroop Nagar,Flat,1476,3,3,13,North-East,1049,6613072
Gorakhpur,Taramandal,Flat,4232,3,3,20,East,2093,22495260
Gorakhpur,Medical Road,Flat,2073,2,2,7,North-East,3637,7889143
Kanpur,Kidwai Nagar,Flat,2808,5,5,17,North-East,4601,9408922
Noida,Sector 62,Flat,3907,5,5,23,East,2201,29470158
Gorakhpur,Shahpur,Flat,3859,5,5,0,West,4625,13953441
Kanpur,Kidwai Nagar,Flat,2639,1,1,1,North,2265,9747687
Kanpur,Kidwai Nagar,Plot,4954,0,0,0,West,1394,18847005
Noida,Greater Noida,Flat,4178,5,5,19,South,3297,29488074
Kanpur,Arya Nagar,House,1981,4,4,24,West,2584,8057561
Kanpur,Swaroop Nagar,Flat,2032,2,2,14,North,1704,7915188
Gorakhpur,Taramandal,Flat,4755,1,1,17,East,3789,21352966
Kanpur,Swaroop Nagar,Plot,1724,0,0,0,West,3198,5670615
Banaras,Sigra,Plot,3520,0,0,0,West,2314,17320430
Gorakhpur,Rustampur,Flat,891,4,4,24,East,3355,4069199
Kanpur,Kidwai Nagar,Plot,1976,0,0,0,South,3715,6272407
Kanpur,Swaroop Nagar,House,3732,3,3,21,West,799,15712086
Noida,Greater Noida,Plot,2408,0,0,0,West,4032,14563782
Gorakhpur,Shahpur,Flat,3049,1,1,22,South,2277,11792010
Banaras,Sigra,House,4478,3,3,16,North-East,2002,23512716
Gorakhpur,Shahpur,House,1297,5,5,13,West,1728,7064934
Kanpur,Kidwai Nagar,Flat,2287,1,1,15,South,4205,6770246
Lucknow,Indira Nagar,Flat,1026,5,5,20,East,4181,6053322
Gorakhpur,Medical Road,Flat,3471,3,3,4,North,1969,14886134
Banaras,Lanka,Plot,1703,0,0,0,South,1952,10726847
Banaras,Sigra,Plot,2652,0,0,0,North-East,2663,12458331
Gorakhpur,Medical Road,Flat,3713,1,1,21,North-East,4746,11251319
Kanpur,Arya Nagar,Flat,4678,4,4,4,North,4900,14756215
Noida,Sector 150,Flat,2846,2,2,17,North-East,1942,24781559
Lucknow,Hazratganj,Flat,4577,3,3,19,South,4503,24672251
Noida,Greater Noida,House,1113,3,3,0,North-East,2905,8796626
Banaras,Sarnath,Flat,4069,2,2,11,North,2717,19996097
Gorakhpur,Shahpur,Flat,799,5,5,11,South,915,5288289
Banaras,Sarnath,Flat,4236,2,2,2,West,1940,22063795
Gorakhpur,Taramandal,Plot,1600,0,0,0,North-East,4483,6754300
Gorakhpur,Taramandal,Flat,2309,1,1,1,West,920,13807984
Noida,Sector 150,Flat,2926,2,2,2,North-East,339,29898340
Noida,Greater Noida,Plot,1059,0,0,0,West,1537,7848920
Gorakhpur,Rustampur,House,3088,2,2,21,North,3354,11084397
Lucknow,Hazratganj,Plot,3755,0,0,0,East,920,27432623
Lucknow,Gomti Nagar,Plot,3160,0,0,0,North,4285,17207606
Kanpur,Swaroop Nagar,Flat,4117,3,3,17,East,882,16735265
Kanpur,Arya Nagar,House,2432,3,3,15,North-East,1369,9988994
Lucknow,Gomti Nagar,Flat,2445,1,1,20,East,2794,15017162
Kanpur,Kidwai Nagar,Plot,4237,0,0,0,West,1404,16171406
Banaras,Sigra,House,2482,5,5,19,South,4507,11128950
Lucknow,Gomti Nagar,Flat,1830,1,1,18,East,2094,12089442
Gorakhpur,Medical Road,Plot,4342,0,0,0,West,203,41386474
Kanpur,Swaroop Nagar,Flat,2830,5,5,12,North-East,2623,11502329
Banaras,Lanka,Flat,1925,4,4,7,West,4110,11578517
Banaras,Sigra,Flat,2605,4,4,22,West,851,15932294
Gorakhpur,Shahpur,Flat,2808,4,4,9,West,3628,10604635
Lucknow,Gomti Nagar,Flat,817,1,1,4,North-East,3206,5093193
Banaras,Lanka,Flat,2079,4,4,20,South,1510,14836599
Gorakhpur,Shahpur,Flat,3507,5,5,5,North,3717,13550268
Gorakhpur,Medical Road,Plot,3285,0,0,0,North-East,1705,13473865
Lucknow,Indira Nagar,Plot,2729,0,0,0,East,174,16883633
